datetime,open,high,low,close,volume
2020-01-01 00:00:00,7165.72,7165.72,7136.05,7150.35,250.84981195
2020-01-01 01:00:00,7149.26,7204.94,7147.18,7194.52,232.20326873
2020-01-01 02:00:00,7194.52,7218.42,7191.44,7217.0,189.93790294
2020-01-01 03:00:00,7217.0,7217.0,7193.34,7196.98,234.73978059
2020-01-01 04:00:00,7196.99,7200.62,7183.85,7186.41,205.90872906
2020-01-01 05:00:00,7186.4,7199.0,7183.85,7197.31,120.59609582
2020-01-01 06:00:00,7197.31,7207.87,7197.31,7201.46,131.51899975
2020-01-01 07:00:00,7201.3,7209.15,7175.0,7185.91,53.59980251
2020-01-01 08:00:00,7185.9,7185.91,7158.19,7181.99,71.49745551
2020-01-01 09:00:00,7181.99,7189.53,7170.01,7170.01,53.71043183
2020-01-01 10:00:00,7170.01,7187.55,7170.01,7182.33,31.27827458
2020-01-01 11:00:00,7182.33,7215.0,7168.45,7174.26,120.12520738
2020-01-01 12:00:00,7174.27,7206.82,7174.27,7206.82,63.82391835
2020-01-01 13:00:00,7206.82,7210.84,7197.93,7200.4,60.01184369
2020-01-01 14:00:00,7200.01,7215.0,7188.91,7199.03,78.08757791
2020-01-01 15:00:00,7199.03,7238.14,7196.43,7214.31,198.12448662
2020-01-01 16:00:00,7213.34,7225.0,7195.02,7223.86,162.05030952
2020-01-01 17:00:00,7224.99,7231.27,7204.96,7218.01,124.52960211
2020-01-01 18:00:00,7218.0,7229.37,7205.69,7218.3,222.31596403
2020-01-01 19:00:00,7218.3,7218.31,7199.61,7207.07,167.18158325
2020-01-01 20:00:00,7207.06,7221.92,7200.0,7215.85,90.85722726
2020-01-01 21:00:00,7215.85,7222.6,7204.53,7216.34,140.19214355
2020-01-01 22:00:00,7216.2,7217.0,7163.91,7177.01,198.44105178
2020-01-01 23:00:00,7177.01,7177.58,7150.0,7174.33,149.04858016
2020-01-02 00:00:00,7174.33,7186.18,7160.0,7181.99,92.04082952
2020-01-02 01:00:00,7181.99,7182.0,7157.15,7165.75,189.81934306
2020-01-02 02:00:00,7165.74,7165.74,7125.0,7141.11,344.74459494
2020-01-02 03:00:00,7141.11,7141.11,7096.61,7098.88,380.89996504
2020-01-02 04:00:00,7098.87,7129.77,7089.0,7110.98,258.25134995
2020-01-02 05:00:00,7112.11,7123.71,7101.48,7108.03,108.03915924
2020-01-02 06:00:00,7108.04,7119.97,7091.1,7104.32,128.22574701
2020-01-02 07:00:00,7103.45,7109.32,7074.09,7077.45,319.47617746
2020-01-02 08:00:00,7075.04,7122.5,7075.0,7122.05,131.46789789
2020-01-02 09:00:00,7122.49,7132.48,7108.52,7132.48,42.30981084
2020-01-02 10:00:00,7132.48,7156.65,7132.28,7136.88,92.77181797
2020-01-02 11:00:00,7136.88,7141.68,7120.0,7120.0,60.22409994
2020-01-02 12:00:00,7117.78,7140.81,7117.78,7132.72,97.37740858
2020-01-02 13:00:00,7132.72,7139.97,7081.03,7107.87,259.61025798
2020-01-02 14:00:00,7107.85,7137.23,7099.03,7114.12,187.17203792
2020-01-02 15:00:00,7114.12,7130.0,7095.5,7111.72,184.64441275
2020-01-02 16:00:00,7111.69,7125.0,7011.3,7027.01,824.47920444
2020-01-02 17:00:00,7027.01,7027.01,6903.0,6942.4,2348.88771903
2020-01-02 18:00:00,6942.4,6968.22,6927.13,6955.01,578.86768208
2020-01-02 19:00:00,6955.01,6976.17,6937.82,6965.0,306.98121211
2020-01-02 20:00:00,6965.0,6965.01,6924.75,6927.24,316.31984846
2020-01-02 21:00:00,6927.24,6967.14,6926.16,6957.97,268.98089312
2020-01-02 22:00:00,6957.98,6958.0,6943.33,6955.62,188.58460916
2020-01-02 23:00:00,6955.62,6957.0,6936.69,6945.02,300.75130899
2020-01-03 00:00:00,6945.02,6945.03,6903.09,6919.01,353.74767742
2020-01-03 01:00:00,6919.01,6927.58,6864.0,6869.45,520.71391049
2020-01-03 02:00:00,6869.45,6945.4,6854.67,6938.93,442.92750511
2020-01-03 03:00:00,6938.93,6947.64,6925.61,6937.61,179.84355856
2020-01-03 04:00:00,6937.61,7281.24,6937.61,7194.79,2312.60884673
